plot_id,Plot,Plot-T,Plant Ht,Ear Ht,Number Of Ears,Stalk Diam Major,Stalk DiamMinimum,No Brace Root Whorls Emerged,Hybrid,Density,Rep,PlantNumber
22.1.19716.76.13,76,12,210,108,1,24,22,1,LH82 / DK3IIH6,24,4,13
22.1.19716.76.14,76,12,207,128,1,19,18,1,LH82 / DK3IIH6,24,4,14
22.1.19716.76.15,76,12,208,117,1,24,22,1,LH82 / DK3IIH6,24,4,15
22.1.19716.76.16,76,12,197,119,1,18,16,2,LH82 / DK3IIH6,24,4,16
22.1.19716.76.17,76,12,207,114,1,21,20,1,LH82 / DK3IIH6,24,4,17
22.1.19716.76.18,76,12,204,110,1,24,22,2,LH82 / DK3IIH6,24,4,18
22.1.19716.76.19,76,12,207,113,2,26,20,2,LH82 / DK3IIH6,24,4,19
22.1.19716.76.20,76,12,209,99,1,26,21,2,LH82 / DK3IIH6,24,4,20
22.1.19716.76.21,76,12,195,103,1,19,17,2,LH82 / DK3IIH6,24,4,21
22.1.19716.76.22,76,12,211,94,1,24,22,1,LH82 / DK3IIH6,24,4,22
22.1.19716.76.23,76,12,198,97,1,23,18,2,LH82 / DK3IIH6,24,4,23
22.1.19716.76.24,76,12,193,107,2,27,21,2,LH82 / DK3IIH6,24,4,24
22.1.19716.87.1,87,17,184,64,2,33,24,3,LH82 / PHP02,6,1,1
22.1.19716.87.2,87,17,191,84,2,35,26,3,LH82 / PHP02,6,1,2
22.1.19716.87.3,87,17,188,84,2,38,26,3,LH82 / PHP02,6,1,3
22.1.19716.87.4,87,17,183,85,2,37,26,3,LH82 / PHP02,6,1,4
22.1.19716.87.5,87,17,193,88,2,33,25,2,LH82 / PHP02,6,1,5
22.1.19716.87.6,87,17,184,81,2,37,21,3,LH82 / PHP02,6,1,6
22.1.19716.67.1,67,7,187,85,2,32,24,3,LH82 / PHP02,6,2,1
22.1.19716.67.2,67,7,194,88,2,34,24,3,LH82 / PHP02,6,2,2
22.1.19716.67.3,67,7,191,89,2,35,26,3,LH82 / PHP02,6,2,3
22.1.19716.67.4,67,7,184,88,2,29,25,3,LH82 / PHP02,6,2,4
22.1.19716.67.5,67,7,187,84,2,33,24,3,LH82 / PHP02,6,2,5
22.1.19716.67.6,67,7,188,85,2,35,27,3,LH82 / PHP02,6,2,6
22.1.19716.103.1,103,25,190,68,2,31,21,3,LH82 / PHP02,6,3,1
22.1.19716.103.2,103,25,187,87,2,35,22,3,LH82 / PHP02,6,3,2
22.1.19716.103.3,103,25,182,85,2,32,25,2,LH82 / PHP02,6,3,3
22.1.19716.103.4,103,25,119,91,2,31,22,3,LH82 / PHP02,6,3,4
22.1.19716.103.5,103,25,191,75,2,35,21,2,LH82 / PHP02,6,3,5
22.1.19716.103.6,103,25,189,64,2,36,22,2,LH82 / PHP02,6,3,6
22.1.19716.91.1,91,19,189,87,2,37,27,3,LH82 / PHP02,6,4,1
22.1.19716.91.2,91,19,192,91,2,28,22,2,LH82 / PHP02,6,4,2
22.1.19716.91.3,91,19,187,81,2,32,23,2,LH82 / PHP02,6,4,3
22.1.19716.91.4,91,19,183,85,2,35,24,3,LH82 / PHP02,6,4,4
22.1.19716.91.5,91,19,189,85,2,35,23,2,LH82 / PHP02,6,4,5
22.1.19716.91.6,91,19,188,87,2,31,24,3,LH82 / PHP02,6,4,6
22.1.19716.83.1,83,15,202,95,2,31,22,3,LH82 / PHP02,12,1,1
22.1.19716.83.2,83,15,197,93,2,32,26,2,LH82 / PHP02,12,1,2
22.1.19716.83.3,83,15,185,71,1,33,22,3,LH82 / PHP02,12,1,3
22.1.19716.83.4,83,15,182,90,2,26,21,3,LH82 / PHP02,12,1,4
22.1.19716.83.5,83,15,192,94,2,30,25,2,LH82 / PHP02,12,1,5
22.1.19716.83.6,83,15,178,98,2,21,18,1,LH82 / PHP02,12,1,6
22.1.19716.83.7,83,15,202,96,2,27,21,2,LH82 / PHP02,12,1,7
22.1.19716.83.8,83,15,191,96,2,30,25,2,LH82 / PHP02,12,1,8
22.1.19716.83.9,83,15,178,103,2,22,19,2,LH82 / PHP02,12,1,9
22.1.19716.83.10,83,15,195,95,2,29,27,2,LH82 / PHP02,12,1,10
22.1.19716.83.11,83,15,194,93,2,29,24,2,LH82 / PHP02,12,1,11
22.1.19716.83.12,83,15,195,90,2,35,26,2,LH82 / PHP02,12,1,12
22.1.19716.59.1,59,3,197,94,2,30,24,3,LH82 / PHP02,12,2,1
22.1.19716.59.2,59,3,202,102,2,21,17,2,LH82 / PHP02,12,2,2
22.1.19716.59.3,59,3,201,93,2,26,21,3,LH82 / PHP02,12,2,3
22.1.19716.59.4,59,3,193,88,2,31,24,3,LH82 / PHP02,12,2,4
22.1.19716.59.5,59,3,204,100,2,26,22,2,LH82 / PHP02,12,2,5
22.1.19716.59.6,59,3,207,105,2,22,19,2,LH82 / PHP02,12,2,6
22.1.19716.59.7,59,3,200,101,2,21,17,2,LH82 / PHP02,12,2,7
22.1.19716.59.8,59,3,208,88,1,24,20,2,LH82 / PHP02,12,2,8
22.1.19716.59.9,59,3,201,96,2,27,21,2,LH82 / PHP02,12,2,9
22.1.19716.59.10,59,3,199,99,2,26,20,2,LH82 / PHP02,12,2,10
22.1.19716.59.11,59,3,201,104,2,27,20,2,LH82 / PHP02,12,2,11
22.1.19716.107.1,107,27,195,91,2,29,27,2,LH82 / PHP02,12,3,1
22.1.19716.107.2,107,27,195,90,2,31,24,3,LH82 / PHP02,12,3,2
22.1.19716.107.3,107,27,207,94,2,27,23,2,LH82 / PHP02,12,3,3
22.1.19716.107.4,107,27,198,95,2,24,19,2,LH82 / PHP02,12,3,4
22.1.19716.107.5,107,27,199,96,2,26,22,3,LH82 / PHP02,12,3,5
22.1.19716.107.6,107,27,206,106,2,26,21,2,LH82 / PHP02,12,3,6
22.1.19716.107.7,107,27,204,101,2,27,22,2,LH82 / PHP02,12,3,7
22.1.19716.107.8,107,27,210,101,2,24,20,2,LH82 / PHP02,12,3,8
22.1.19716.107.9,107,27,203,103,2,25,21,2,LH82 / PHP02,12,3,9
22.1.19716.107.10,107,27,201,96,2,25,20,2,LH82 / PHP02,12,3,10
22.1.19716.107.11,107,27,202,103,2,24,19,2,LH82 / PHP02,12,3,11
22.1.19716.107.12,107,27,194,91,2,26,21,3,LH82 / PHP02,12,3,12
22.1.19716.79.1,79,13,201,93,2,29,21,3,LH82 / PHP02,12,4,1
22.1.19716.79.2,79,13,203,98,2,28,22,2,LH82 / PHP02,12,4,2
22.1.19716.79.3,79,13,199,97,2,29,22,3,LH82 / PHP02,12,4,3
22.1.19716.79.4,79,13,199,98,2,27,22,2,LH82 / PHP02,12,4,4
22.1.19716.79.5,79,13,209,94,2,31,27,3,LH82 / PHP02,12,4,5
22.1.19716.79.6,79,13,196,93,2,24,21,2,LH82 / PHP02,12,4,6
22.1.19716.79.7,79,13,215,117,2,27,22,3,LH82 / PHP02,12,4,7
22.1.19716.79.8,79,13,207,105,2,23,19,2,LH82 / PHP02,12,4,8
22.1.19716.79.9,79,13,195,108,2,24,19,2,LH82 / PHP02,12,4,9
22.1.19716.79.10,79,13,201,96,2,31,26,2,LH82 / PHP02,12,4,10
22.1.19716.79.11,79,13,201,104,2,26,19,2,LH82 / PHP02,12,4,11
22.1.19716.79.12,79,13,195,86,2,33,23,3,LH82 / PHP02,12,4,12
22.1.19716.95.1,95,21,194,90,2,34,25,2,LH82 / PHP02,18,1,1
22.1.19716.95.2,95,21,199,108,2,25,20,1,LH82 / PHP02,18,1,2
22.1.19716.95.3,95,21,200,96,2,27,21,3,LH82 / PHP02,18,1,3
22.1.19716.95.4,95,21,201,119,2,19,18,2,LH82 / PHP02,18,1,4
22.1.19716.95.5,95,21,205,114,2,22,18,2,LH82 / PHP02,18,1,5
22.1.19716.95.6,95,21,204,103,1,20,16,2,LH82 / PHP02,18,1,6
22.1.19716.95.7,95,21,209,103,2,24,19,2,LH82 / PHP02,18,1,7
22.1.19716.95.8,95,21,203,102,2,26,21,2,LH82 / PHP02,18,1,8
22.1.19716.95.9,95,21,207,87,1,24,20,2,LH82 / PHP02,18,1,9
22.1.19716.95.10,95,21,207,88,1,24,21,2,LH82 / PHP02,18,1,10
22.1.19716.95.11,95,21,206,95,2,25,19,2,LH82 / PHP02,18,1,11
22.1.19716.95.12,95,21,203,105,2,21,18,2,LH82 / PHP02,18,1,12
22.1.19716.95.13,95,21,207,106,2,25,20,1,LH82 / PHP02,18,1,13
22.1.19716.95.14,95,21,201,92,1,24,19,2,LH82 / PHP02,18,1,14
22.1.19716.95.15,95,21,192,91,1,25,21,1,LH82 / PHP02,18,1,15
22.1.19716.95.16,95,21,185,92,1,19,16,2,LH82 / PHP02,18,1,16
22.1.19716.95.17,95,21,203,90,2,30,25,3,LH82 / PHP02,18,1,17
22.1.19716.111.1,111,29,205,97,2,29,23,2,LH82 / PHP02,18,2,1
22.1.19716.111.2,111,29,188,103,2,21,16,2,LH82 / PHP02,18,2,2
22.1.19716.111.3,111,29,207,103,2,22,18,3,LH82 / PHP02,18,2,3
22.1.19716.111.4,111,29,202,108,2,19,17,1,LH82 / PHP02,18,2,4
22.1.19716.111.5,111,29,204,102,2,24,20,2,LH82 / PHP02,18,2,5
22.1.19716.111.6,111,29,210,86,1,24,20,2,LH82 / PHP02,18,2,6
22.1.19716.111.7,111,29,202,102,2,23,18,2,LH82 / PHP02,18,2,7
22.1.19716.111.8,111,29,203,102,1,20,17,2,LH82 / PHP02,18,2,8
22.1.19716.111.9,111,29,205,110,1,19,17,2,LH82 / PHP02,18,2,9
22.1.19716.111.10,111,29,202,95,1,20,18,1,LH82 / PHP02,18,2,10
22.1.19716.111.11,111,29,201,116,2,20,17,1,LH82 / PHP02,18,2,11
22.1.19716.111.12,111,29,208,104,1,19,17,2,LH82 / PHP02,18,2,12
22.1.19716.111.13,111,29,187,82,2,21,18,2,LH82 / PHP02,18,2,13
22.1.19716.111.14,111,29,202,88,1,19,15,2,LH82 / PHP02,18,2,14
22.1.19716.111.15,111,29,191,107,1,24,19,2,LH82 / PHP02,18,2,15
22.1.19716.111.16,111,29,204,103,2,21,19,2,LH82 / PHP02,18,2,16
22.1.19716.111.17,111,29,186,80,2,25,19,2,LH82 / PHP02,18,2,17
22.1.19716.55.1,55,1,181,84,2,30,22,2,LH82 / PHP02,18,3,1
22.1.19716.55.2,55,1,197,79,1,28,24,2,LH82 / PHP02,18,3,2
22.1.19716.55.3,55,1,186,99,2,21,21,2,LH82 / PHP02,18,3,3
22.1.19716.55.4,55,1,190,88,2,21,19,2,LH82 / PHP02,18,3,4
22.1.19716.55.5,55,1,195,82,2,32,22,2,LH82 / PHP02,18,3,5
22.1.19716.55.6,55,1,189,96,2,25,21,2,LH82 / PHP02,18,3,6
22.1.19716.55.7,55,1,192,102,2,25,20,2,LH82 / PHP02,18,3,7
22.1.19716.55.8,55,1,196,78,1,24,19,2,LH82 / PHP02,18,3,8
22.1.19716.55.9,55,1,199,108,1,18,16,2,LH82 / PHP02,18,3,9
22.1.19716.55.10,55,1,194,91,1,21,18,2,LH82 / PHP02,18,3,10
22.1.19716.55.11,55,1,199,106,1,21,17,2,LH82 / PHP02,18,3,11
22.1.19716.55.12,55,1,194,106,2,23,18,2,LH82 / PHP02,18,3,12
22.1.19716.55.13,55,1,190,100,2,22,18,2,LH82 / PHP02,18,3,13
22.1.19716.55.14,55,1,195,107,2,23,17,1,LH82 / PHP02,18,3,14
22.1.19716.55.15,55,1,195,107,2,25,21,2,LH82 / PHP02,18,3,15
22.1.19716.55.16,55,1,165,86,1,20,16,2,LH82 / PHP02,18,3,16
22.1.19716.71.1,71,9,201,83,2,26,21,2,LH82 / PHP02,18,4,1
22.1.19716.71.2,71,9,209,105,2,23,19,2,LH82 / PHP02,18,4,2
22.1.19716.71.3,71,9,204,111,2,21,19,2,LH82 / PHP02,18,4,3
22.1.19716.71.4,71,9,204,108,2,22,19,2,LH82 / PHP02,18,4,4
22.1.19716.71.5,71,9,208,86,1,23,19,2,LH82 / PHP02,18,4,5
22.1.19716.71.6,71,9,189,110,1,17,15,1,LH82 / PHP02,18,4,6
22.1.19716.71.7,71,9,198,85,1,23,18,2,LH82 / PHP02,18,4,7
22.1.19716.71.8,71,9,204,108,1,20,17,2,LH82 / PHP02,18,4,8
22.1.19716.71.9,71,9,208,112,2,22,20,2,LH82 / PHP02,18,4,9
22.1.19716.71.10,71,9,205,112,2,19,17,1,LH82 / PHP02,18,4,10
22.1.19716.71.11,71,9,200,107,2,22,18,1,LH82 / PHP02,18,4,11
22.1.19716.71.12,71,9,174,67,1,22,19,1,LH82 / PHP02,18,4,12
22.1.19716.71.13,71,9,203,103,2,23,18,2,LH82 / PHP02,18,4,13
22.1.19716.71.14,71,9,210,108,2,24,20,2,LH82 / PHP02,18,4,14
22.1.19716.71.15,71,9,193,101,1,21,17,2,LH82 / PHP02,18,4,15
22.1.19716.71.16,71,9,197,99,2,27,21,2,LH82 / PHP02,18,4,16
22.1.19716.71.17,71,9,195,98,2,,,2,LH82 / PHP02,18,4,17
22.1.19716.71.18,71,9,194,95,2,,,2,LH82 / PHP02,18,4,18
22.1.19716.63.1,63,5,206,102,2,25,21,3,LH82 / PHP02,24,1,1
22.1.19716.63.2,63,5,207,100,1,23,21,2,LH82 / PHP02,24,1,2
22.1.19716.63.3,63,5,201,115,1,21,17,2,LH82 / PHP02,24,1,3
22.1.19716.63.4,63,5,212,113,2,22,18,2,LH82 / PHP02,24,1,4
22.1.19716.63.5,63,5,160,114,1,14,12,0,LH82 / PHP02,24,1,5
22.1.19716.63.6,63,5,208,115,1,21,17,2,LH82 / PHP02,24,1,6
22.1.19716.63.7,63,5,130,99,1,10,9,0,LH82 / PHP02,24,1,7
22.1.19716.63.8,63,5,198,114,1,14,13,1,LH82 / PHP02,24,1,8
22.1.19716.63.9,63,5,203,113,2,22,19,2,LH82 / PHP02,24,1,9
22.1.19716.63.10,63,5,206,118,2,19,17,1,LH82 / PHP02,24,1,10
22.1.19716.63.11,63,5,219,87,1,23,18,2,LH82 / PHP02,24,1,11
22.1.19716.63.12,63,5,211,113,2,22,18,2,LH82 / PHP02,24,1,12
22.1.19716.63.13,63,5,212,104,2,20,19,2,LH82 / PHP02,24,1,13
22.1.19716.63.14,63,5,210,118,1,17,15,2,LH82 / PHP02,24,1,14
22.1.19716.63.15,63,5,216,107,2,25,21,2,LH82 / PHP02,24,1,15
22.1.19716.63.16,63,5,212,116,2,24,20,2,LH82 / PHP02,24,1,16
22.1.19716.63.17,63,5,217,111,2,23,18,2,LH82 / PHP02,24,1,17
22.1.19716.63.18,63,5,209,100,2,26,20,2,LH82 / PHP02,24,1,18
22.1.19716.63.19,63,5,203,114,2,27,21,3,LH82 / PHP02,24,1,19
22.1.19716.63.20,63,5,197,96,2,29,23,3,LH82 / PHP02,24,1,20
22.1.19716.99.1,99,23,199,95,2,24,21,3,LH82 / PHP02,24,2,1
22.1.19716.99.2,99,23,204,105,2,20,18,2,LH82 / PHP02,24,2,2
22.1.19716.99.3,99,23,204,89,1,21,18,2,LH82 / PHP02,24,2,3
22.1.19716.99.4,99,23,210,115,2,20,19,2,LH82 / PHP02,24,2,4
22.1.19716.99.5,99,23,219,107,1,22,18,2,LH82 / PHP02,24,2,5
22.1.19716.99.6,99,23,208,107,2,24,20,2,LH82 / PHP02,24,2,6
22.1.19716.99.7,99,23,210,113,2,21,17,2,LH82 / PHP02,24,2,7
22.1.19716.99.8,99,23,198,82,1,23,18,1,LH82 / PHP02,24,2,8
22.1.19716.99.9,99,23,205,118,1,20,17,1,LH82 / PHP02,24,2,9
22.1.19716.99.10,99,23,204,103,1,21,17,2,LH82 / PHP02,24,2,10
22.1.19716.99.11,99,23,201,108,1,22,18,2,LH82 / PHP02,24,2,11
22.1.19716.99.12,99,23,208,97,1,20,18,1,LH82 / PHP02,24,2,12
22.1.19716.99.13,99,23,213,115,1,21,17,2,LH82 / PHP02,24,2,13
22.1.19716.99.14,99,23,208,119,1,20,16,2,LH82 / PHP02,24,2,14
22.1.19716.99.15,99,23,202,106,2,23,19,1,LH82 / PHP02,24,2,15
22.1.19716.99.16,99,23,195,103,1,21,16,1,LH82 / PHP02,24,2,16
22.1.19716.99.17,99,23,196,105,1,20,16,1,LH82 / PHP02,24,2,17
22.1.19716.99.18,99,23,206,105,1,21,18,2,LH82 / PHP02,24,2,18
22.1.19716.99.19,99,23,197,97,2,24,19,2,LH82 / PHP02,24,2,19
22.1.19716.99.20,99,23,190,94,2,23,23,2,LH82 / PHP02,24,2,20
22.1.19716.99.21,99,23,188,93,2,29,25,2,LH82 / PHP02,24,2,21
22.1.19716.115.1,115,31,199,102,2,26,21,2,LH82 / PHP02,24,3,1
22.1.19716.115.2,115,31,200,97,2,27,20,3,LH82 / PHP02,24,3,2
22.1.19716.115.3,115,31,209,104,2,26,19,2,LH82 / PHP02,24,3,3
22.1.19716.115.4,115,31,204,97,1,23,19,2,LH82 / PHP02,24,3,4
22.1.19716.115.5,115,31,210,114,1,21,18,1,LH82 / PHP02,24,3,5
22.1.19716.115.6,115,31,206,111,1,21,16,1,LH82 / PHP02,24,3,6
22.1.19716.115.7,115,31,207,106,1,22,18,2,LH82 / PHP02,24,3,7
22.1.19716.115.8,115,31,205,104,1,21,17,1,LH82 / PHP02,24,3,8
22.1.19716.115.9,115,31,208,116,2,22,20,2,LH82 / PHP02,24,3,9
22.1.19716.115.10,115,31,178,106,1,13,12,1,LH82 / PHP02,24,3,10
22.1.19716.115.11,115,31,208,106,1,24,20,2,LH82 / PHP02,24,3,11
22.1.19716.115.12,115,31,197,114,1,18,16,1,LH82 / PHP02,24,3,12
22.1.19716.115.13,115,31,202,111,1,20,17,1,LH82 / PHP02,24,3,13
22.1.19716.115.14,115,31,221,112,2,22,19,2,LH82 / PHP02,24,3,14
22.1.19716.115.15,115,31,211,111,1,24,18,1,LH82 / PHP02,24,3,15
22.1.19716.115.16,115,31,205,98,1,23,18,2,LH82 / PHP02,24,3,16
22.1.19716.115.17,115,31,201,102,2,24,18,2,LH82 / PHP02,24,3,17
22.1.19716.115.18,115,31,201,121,2,21,17,1,LH82 / PHP02,24,3,18
22.1.19716.115.19,115,31,191,103,1,18,14,1,LH82 / PHP02,24,3,19
22.1.19716.115.20,115,31,201,86,1,21,16,2,LH82 / PHP02,24,3,20
22.1.19716.115.21,115,31,202,96,2,21,18,2,LH82 / PHP02,24,3,21
22.1.19716.75.1,75,11,198,96,2,23,20,2,LH82 / PHP02,24,4,1
22.1.19716.75.2,75,11,198,106,1,16,14,1,LH82 / PHP02,24,4,2
22.1.19716.75.3,75,11,210,111,2,24,21,2,LH82 / PHP02,24,4,3
22.1.19716.75.4,75,11,218,113,1,22,19,2,LH82 / PHP02,24,4,4
22.1.19716.75.5,75,11,216,117,2,22,20,1,LH82 / PHP02,24,4,5
22.1.19716.75.6,75,11,221,120,2,20,19,1,LH82 / PHP02,24,4,6
22.1.19716.75.7,75,11,216,116,2,21,18,2,LH82 / PHP02,24,4,7
22.1.19716.75.8,75,11,210,114,1,22,19,2,LH82 / PHP02,24,4,8
22.1.19716.75.9,75,11,214,119,1,18,17,1,LH82 / PHP02,24,4,9
22.1.19716.75.10,75,11,215,106,1,23,19,2,LH82 / PHP02,24,4,10
22.1.19716.75.11,75,11,209,120,2,20,19,1,LH82 / PHP02,24,4,11
22.1.19716.75.12,75,11,222,117,1,20,17,1,LH82 / PHP02,24,4,12
22.1.19716.75.13,75,11,214,134,1,20,19,1,LH82 / PHP02,24,4,13
22.1.19716.75.14,75,11,220,109,1,22,19,1,LH82 / PHP02,24,4,14
22.1.19716.75.15,75,11,213,120,1,19,17,1,LH82 / PHP02,24,4,15
22.1.19716.75.16,75,11,209,113,1,21,18,1,LH82 / PHP02,24,4,16
22.1.19716.75.17,75,11,208,123,1,17,16,1,LH82 / PHP02,24,4,17
22.1.19716.75.18,75,11,215,121,2,21,18,1,LH82 / PHP02,24,4,18
22.1.19716.75.19,75,11,217,115,2,24,22,1,LH82 / PHP02,24,4,19
22.1.19716.75.20,75,11,212,91,1,23,20,1,LH82 / PHP02,24,4,20
22.1.19716.75.21,75,11,219,97,1,23,21,1,LH82 / PHP02,24,4,21
22.1.19716.75.22,75,11,206,109,2,23,19,1,LH82 / PHP02,24,4,22
22.1.19716.75.23,75,11,207,111,2,23,20,1,LH82 / PHP02,24,4,23